No.;Fecha inicial corte;Fecha final corte;Departamento;Municipio;Comunidad (Si aplica);Clasificacion;Tema;Subtema;Tipo de dato (medida);No. De personas/porcentaje/eventos;No. De mujeres mayores de edad;No. De hombres mayores de edad;No. De mujeres menores de edad;No. De hombres menores de edad;Madres gestantes;Grupo etnico;Si es indigena indique pueblo;Texto descriptivo;Link informacion;Link Registro fotografico;Observacion
2469;6/03/20;29/08/21;CASANARE;MANI;No indica;Analisis situacional;COVID 19;Recuperado;Numero;953;359;534;30;30;No indica;No indica;No indica;En el municipio de MANI se tiene un total de Recuperado 953;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
2470;6/03/20;29/08/21;CASANARE;MANI;No indica;Analisis situacional;COVID 19;Sin clasificar;Numero;2;1;1;0;0;No indica;No indica;No indica;En el municipio de MANI se tiene un total de Sin clasificar 2;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
2471;6/03/20;29/08/21;CASANARE;MONTERREY;No indica;Analisis situacional;COVID 19;Activo;Numero;11;6;4;1;0;No indica;No indica;No indica;En el municipio de MONTERREY se tiene un total de Activo 11;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
2472;6/03/20;29/08/21;CASANARE;MONTERREY;No indica;Analisis situacional;COVID 19;Fallecido;Numero;52;19;33;0;0;No indica;No indica;No indica;En el municipio de MONTERREY se tiene un total de Fallecido 52;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
2473;6/03/20;29/08/21;CASANARE;MONTERREY;No indica;Analisis situacional;COVID 19;Recuperado;Numero;1344;571;722;25;26;No indica;No indica;No indica;En el municipio de MONTERREY se tiene un total de Recuperado 1344;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
2474;6/03/20;29/08/21;CASANARE;MONTERREY;No indica;Analisis situacional;COVID 19;Sin clasificar;Numero;6;4;2;0;0;No indica;No indica;No indica;En el municipio de MONTERREY se tiene un total de Sin clasificar 6;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
2475;6/03/20;29/08/21;CASANARE;NUNCHIA;No indica;Analisis situacional;COVID 19;Activo;Numero;1;0;1;0;0;No indica;No indica;No indica;En el municipio de NUNCHIA se tiene un total de Activo 1;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
2476;6/03/20;29/08/21;CASANARE;NUNCHIA;No indica;Analisis situacional;COVID 19;Fallecido;Numero;10;3;7;0;0;No indica;No indica;No indica;En el municipio de NUNCHIA se tiene un total de Fallecido 10;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
2477;6/03/20;29/08/21;CASANARE;NUNCHIA;No indica;Analisis situacional;COVID 19;Recuperado;Numero;179;81;84;6;8;No indica;No indica;No indica;En el municipio de NUNCHIA se tiene un total de Recuperado 179;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
2478;6/03/20;29/08/21;CASANARE;OROCUE;No indica;Analisis situacional;COVID 19;Activo;Numero;3;2;0;1;0;No indica;No indica;No indica;En el municipio de OROCUE se tiene un total de Activo 3;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
2479;6/03/20;29/08/21;CASANARE;OROCUE;No indica;Analisis situacional;COVID 19;Fallecido;Numero;13;2;11;0;0;No indica;No indica;No indica;En el municipio de OROCUE se tiene un total de Fallecido 13;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
2480;6/03/20;29/08/21;CASANARE;OROCUE;No indica;Analisis situacional;COVID 19;Recuperado;Numero;301;106;183;9;3;No indica;No indica;No indica;En el municipio de OROCUE se tiene un total de Recuperado 301;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
2481;6/03/20;29/08/21;CASANARE;PAZ DE ARIPORO;No indica;Analisis situacional;COVID 19;Activo;Numero;33;15;10;2;6;No indica;No indica;No indica;En el municipio de PAZ DE ARIPORO se tiene un total de Activo 33;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
2482;6/03/20;29/08/21;CASANARE;PAZ DE ARIPORO;No indica;Analisis situacional;COVID 19;Fallecido;Numero;65;23;41;1;0;No indica;No indica;No indica;En el municipio de PAZ DE ARIPORO se tiene un total de Fallecido 65;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
2483;6/03/20;29/08/21;CASANARE;PAZ DE ARIPORO;No indica;Analisis situacional;COVID 19;Recuperado;Numero;1560;625;807;59;69;No indica;No indica;No indica;En el municipio de PAZ DE ARIPORO se tiene un total de Recuperado 1560;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
2484;6/03/20;29/08/21;CASANARE;PAZ DE ARIPORO;No indica;Analisis situacional;COVID 19;Sin clasificar;Numero;7;3;4;0;0;No indica;No indica;No indica;En el municipio de PAZ DE ARIPORO se tiene un total de Sin clasificar 7;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
2485;6/03/20;29/08/21;CASANARE;PORE;No indica;Analisis situacional;COVID 19;Activo;Numero;5;2;3;0;0;No indica;No indica;No indica;En el municipio de PORE se tiene un total de Activo 5;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
2486;6/03/20;29/08/21;CASANARE;PORE;No indica;Analisis situacional;COVID 19;Fallecido;Numero;21;8;13;0;0;No indica;No indica;No indica;En el municipio de PORE se tiene un total de Fallecido 21;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
2487;6/03/20;29/08/21;CASANARE;PORE;No indica;Analisis situacional;COVID 19;Recuperado;Numero;395;165;192;16;22;No indica;No indica;No indica;En el municipio de PORE se tiene un total de Recuperado 395;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
2488;6/03/20;29/08/21;CASANARE;PORE;No indica;Analisis situacional;COVID 19;Sin clasificar;Numero;3;2;1;0;0;No indica;No indica;No indica;En el municipio de PORE se tiene un total de Sin clasificar 3;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
2489;6/03/20;29/08/21;CASANARE;RECETOR;No indica;Analisis situacional;COVID 19;Fallecido;Numero;1;0;1;0;0;No indica;No indica;No indica;En el municipio de RECETOR se tiene un total de Fallecido 1;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
2490;6/03/20;29/08/21;CASANARE;RECETOR;No indica;Analisis situacional;COVID 19;Recuperado;Numero;42;16;21;3;2;No indica;No indica;No indica;En el municipio de RECETOR se tiene un total de Recuperado 42;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
2491;6/03/20;29/08/21;CASANARE;SABANALARGA;No indica;Analisis situacional;COVID 19;Recuperado;Numero;115;61;50;3;1;No indica;No indica;No indica;En el municipio de SABANALARGA se tiene un total de Recuperado 115;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
2492;6/03/20;29/08/21;CASANARE;SACAMA;No indica;Analisis situacional;COVID 19;Fallecido;Numero;1;1;0;0;0;No indica;No indica;No indica;En el municipio de SACAMA se tiene un total de Fallecido 1;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
2493;6/03/20;29/08/21;CASANARE;SACAMA;No indica;Analisis situacional;COVID 19;Recuperado;Numero;89;35;40;7;7;No indica;No indica;No indica;En el municipio de SACAMA se tiene un total de Recuperado 89;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
2494;6/03/20;29/08/21;CASANARE;SAN LUIS DE PALENQUE;No indica;Analisis situacional;COVID 19;Activo;Numero;9;3;5;0;1;No indica;No indica;No indica;En el municipio de SAN LUIS DE PALENQUE se tiene un total de Activo 9;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
2495;6/03/20;29/08/21;CASANARE;SAN LUIS DE PALENQUE;No indica;Analisis situacional;COVID 19;Fallecido;Numero;11;2;9;0;0;No indica;No indica;No indica;En el municipio de SAN LUIS DE PALENQUE se tiene un total de Fallecido 11;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
2496;6/03/20;29/08/21;CASANARE;SAN LUIS DE PALENQUE;No indica;Analisis situacional;COVID 19;Recuperado;Numero;318;131;147;14;26;No indica;No indica;No indica;En el municipio de SAN LUIS DE PALENQUE se tiene un total de Recuperado 318;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
2497;6/03/20;29/08/21;CASANARE;TAMARA;No indica;Analisis situacional;COVID 19;Activo;Numero;3;1;1;1;0;No indica;No indica;No indica;En el municipio de TAMARA se tiene un total de Activo 3;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
2498;6/03/20;29/08/21;CASANARE;TAMARA;No indica;Analisis situacional;COVID 19;Fallecido;Numero;5;5;0;0;0;No indica;No indica;No indica;En el municipio de TAMARA se tiene un total de Fallecido 5;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
2499;6/03/20;29/08/21;CASANARE;TAMARA;No indica;Analisis situacional;COVID 19;Recuperado;Numero;179;78;88;3;10;No indica;No indica;No indica;En el municipio de TAMARA se tiene un total de Recuperado 179;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
2500;6/03/20;29/08/21;CASANARE;TAURAMENA;No indica;Analisis situacional;COVID 19;Activo;Numero;37;19;15;1;2;No indica;No indica;No indica;En el municipio de TAURAMENA se tiene un total de Activo 37;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
2501;6/03/20;29/08/21;CASANARE;TAURAMENA;No indica;Analisis situacional;COVID 19;Fallecido;Numero;44;19;25;0;0;No indica;No indica;No indica;En el municipio de TAURAMENA se tiene un total de Fallecido 44;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
2502;6/03/20;29/08/21;CASANARE;TAURAMENA;No indica;Analisis situacional;COVID 19;Recuperado;Numero;1951;712;1068;92;79;No indica;No indica;No indica;En el municipio de TAURAMENA se tiene un total de Recuperado 1951;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
2503;6/03/20;29/08/21;CASANARE;TAURAMENA;No indica;Analisis situacional;COVID 19;Sin clasificar;Numero;2;1;1;0;0;No indica;No indica;No indica;En el municipio de TAURAMENA se tiene un total de Sin clasificar 2;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
2504;6/03/20;29/08/21;CASANARE;TRINIDAD;No indica;Analisis situacional;COVID 19;Activo;Numero;8;4;3;1;0;No indica;No indica;No indica;En el municipio de TRINIDAD se tiene un total de Activo 8;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
2505;6/03/20;29/08/21;CASANARE;TRINIDAD;No indica;Analisis situacional;COVID 19;Fallecido;Numero;21;8;13;0;0;No indica;No indica;No indica;En el municipio de TRINIDAD se tiene un total de Fallecido 21;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
2506;6/03/20;29/08/21;CASANARE;TRINIDAD;No indica;Analisis situacional;COVID 19;Recuperado;Numero;477;227;195;32;23;No indica;No indica;No indica;En el municipio de TRINIDAD se tiene un total de Recuperado 477;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
2507;6/03/20;29/08/21;CASANARE;TRINIDAD;No indica;Analisis situacional;COVID 19;Sin clasificar;Numero;1;1;0;0;0;No indica;No indica;No indica;En el municipio de TRINIDAD se tiene un total de Sin clasificar 1;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
2508;6/03/20;29/08/21;CASANARE;VILLANUEVA;No indica;Analisis situacional;COVID 19;Activo;Numero;12;3;8;0;1;No indica;No indica;No indica;En el municipio de VILLANUEVA se tiene un total de Activo 12;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
2509;6/03/20;29/08/21;CASANARE;VILLANUEVA;No indica;Analisis situacional;COVID 19;Fallecido;Numero;61;27;34;0;0;No indica;No indica;No indica;En el municipio de VILLANUEVA se tiene un total de Fallecido 61;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
2510;6/03/20;29/08/21;CASANARE;VILLANUEVA;No indica;Analisis situacional;COVID 19;Recuperado;Numero;2323;946;1253;60;64;No indica;No indica;No indica;En el municipio de VILLANUEVA se tiene un total de Recuperado 2323;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
2511;6/03/20;29/08/21;CASANARE;VILLANUEVA;No indica;Analisis situacional;COVID 19;Sin clasificar;Numero;11;4;7;0;0;No indica;No indica;No indica;En el municipio de VILLANUEVA se tiene un total de Sin clasificar 11;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
2512;6/03/20;29/08/21;CASANARE;YOPAL;No indica;Analisis situacional;COVID 19;Activo;Numero;217;96;96;11;14;No indica;No indica;No indica;En el municipio de YOPAL se tiene un total de Activo 217;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
2513;6/03/20;29/08/21;CASANARE;YOPAL;No indica;Analisis situacional;COVID 19;Fallecido;Numero;476;168;307;1;0;No indica;No indica;No indica;En el municipio de YOPAL se tiene un total de Fallecido 476;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
2514;6/03/20;29/08/21;CASANARE;YOPAL;No indica;Analisis situacional;COVID 19;Recuperado;Numero;20685;8988;10150;797;750;No indica;No indica;No indica;En el municipio de YOPAL se tiene un total de Recuperado 20685;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
2515;6/03/20;29/08/21;CASANARE;YOPAL;No indica;Analisis situacional;COVID 19;Sin clasificar;Numero;70;25;45;0;0;No indica;No indica;No indica;En el municipio de YOPAL se tiene un total de Sin clasificar 70;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
2516;6/03/20;29/08/21;CAUCA;ALMAGUER;No indica;Analisis situacional;COVID 19;Activo;Numero;1;1;0;0;0;No indica;No indica;No indica;En el municipio de ALMAGUER se tiene un total de Activo 1;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
2517;6/03/20;29/08/21;CAUCA;ALMAGUER;No indica;Analisis situacional;COVID 19;Fallecido;Numero;7;1;6;0;0;No indica;No indica;No indica;En el municipio de ALMAGUER se tiene un total de Fallecido 7;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
2518;6/03/20;29/08/21;CAUCA;ALMAGUER;No indica;Analisis situacional;COVID 19;Recuperado;Numero;60;26;29;2;3;No indica;No indica;No indica;En el municipio de ALMAGUER se tiene un total de Recuperado 60;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
2519;6/03/20;29/08/21;CAUCA;ARGELIA;No indica;Analisis situacional;COVID 19;Activo;Numero;5;2;1;1;1;No indica;No indica;No indica;En el municipio de ARGELIA se tiene un total de Activo 5;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
2520;6/03/20;29/08/21;CAUCA;ARGELIA;No indica;Analisis situacional;COVID 19;Fallecido;Numero;21;6;15;0;0;No indica;No indica;No indica;En el municipio de ARGELIA se tiene un total de Fallecido 21;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
2521;6/03/20;29/08/21;CAUCA;ARGELIA;No indica;Analisis situacional;COVID 19;Recuperado;Numero;297;126;161;6;4;No indica;No indica;No indica;En el municipio de ARGELIA se tiene un total de Recuperado 297;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
2522;6/03/20;29/08/21;CAUCA;ARGELIA;No indica;Analisis situacional;COVID 19;Sin clasificar;Numero;7;1;5;1;0;No indica;No indica;No indica;En el municipio de ARGELIA se tiene un total de Sin clasificar 7;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
2523;6/03/20;29/08/21;CAUCA;BALBOA;No indica;Analisis situacional;COVID 19;Activo;Numero;6;3;2;0;1;No indica;No indica;No indica;En el municipio de BALBOA se tiene un total de Activo 6;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
2524;6/03/20;29/08/21;CAUCA;BALBOA;No indica;Analisis situacional;COVID 19;Fallecido;Numero;9;4;5;0;0;No indica;No indica;No indica;En el municipio de BALBOA se tiene un total de Fallecido 9;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
2525;6/03/20;29/08/21;CAUCA;BALBOA;No indica;Analisis situacional;COVID 19;Recuperado;Numero;305;148;142;11;4;No indica;No indica;No indica;En el municipio de BALBOA se tiene un total de Recuperado 305;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
2526;6/03/20;29/08/21;CAUCA;BALBOA;No indica;Analisis situacional;COVID 19;Sin clasificar;Numero;3;1;2;0;0;No indica;No indica;No indica;En el municipio de BALBOA se tiene un total de Sin clasificar 3;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
2527;6/03/20;29/08/21;CAUCA;BOLIVAR;No indica;Analisis situacional;COVID 19;Activo;Numero;3;2;1;0;0;No indica;No indica;No indica;En el municipio de BOLIVAR se tiene un total de Activo 3;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
2528;6/03/20;29/08/21;CAUCA;BOLIVAR;No indica;Analisis situacional;COVID 19;Fallecido;Numero;19;5;14;0;0;No indica;No indica;No indica;En el municipio de BOLIVAR se tiene un total de Fallecido 19;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
2529;6/03/20;29/08/21;CAUCA;BOLIVAR;No indica;Analisis situacional;COVID 19;Recuperado;Numero;383;190;173;12;8;No indica;No indica;No indica;En el municipio de BOLIVAR se tiene un total de Recuperado 383;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
2530;6/03/20;29/08/21;CAUCA;BOLIVAR;No indica;Analisis situacional;COVID 19;Sin clasificar;Numero;2;2;0;0;0;No indica;No indica;No indica;En el municipio de BOLIVAR se tiene un total de Sin clasificar 2;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
2531;6/03/20;29/08/21;CAUCA;BUENOS AIRES;No indica;Analisis situacional;COVID 19;Activo;Numero;3;2;0;0;1;No indica;No indica;No indica;En el municipio de BUENOS AIRES se tiene un total de Activo 3;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
2532;6/03/20;29/08/21;CAUCA;BUENOS AIRES;No indica;Analisis situacional;COVID 19;Fallecido;Numero;10;5;5;0;0;No indica;No indica;No indica;En el municipio de BUENOS AIRES se tiene un total de Fallecido 10;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
2533;6/03/20;29/08/21;CAUCA;BUENOS AIRES;No indica;Analisis situacional;COVID 19;Recuperado;Numero;124;66;53;2;3;No indica;No indica;No indica;En el municipio de BUENOS AIRES se tiene un total de Recuperado 124;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
2534;6/03/20;29/08/21;CAUCA;BUENOS AIRES;No indica;Analisis situacional;COVID 19;Sin clasificar;Numero;5;2;3;0;0;No indica;No indica;No indica;En el municipio de BUENOS AIRES se tiene un total de Sin clasificar 5;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
2535;6/03/20;29/08/21;CAUCA;CAJIBIO;No indica;Analisis situacional;COVID 19;Activo;Numero;10;5;3;1;1;No indica;No indica;No indica;En el municipio de CAJIBIO se tiene un total de Activo 10;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
2536;6/03/20;29/08/21;CAUCA;CAJIBIO;No indica;Analisis situacional;COVID 19;Fallecido;Numero;30;14;16;0;0;No indica;No indica;No indica;En el municipio de CAJIBIO se tiene un total de Fallecido 30;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
2537;6/03/20;29/08/21;CAUCA;CAJIBIO;No indica;Analisis situacional;COVID 19;Recuperado;Numero;395;185;188;9;13;No indica;No indica;No indica;En el municipio de CAJIBIO se tiene un total de Recuperado 395;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
2538;6/03/20;29/08/21;CAUCA;CAJIBIO;No indica;Analisis situacional;COVID 19;Sin clasificar;Numero;6;5;1;0;0;No indica;No indica;No indica;En el municipio de CAJIBIO se tiene un total de Sin clasificar 6;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
2539;6/03/20;29/08/21;CAUCA;CALDONO;No indica;Analisis situacional;COVID 19;Activo;Numero;9;1;6;2;0;No indica;No indica;No indica;En el municipio de CALDONO se tiene un total de Activo 9;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
2540;6/03/20;29/08/21;CAUCA;CALDONO;No indica;Analisis situacional;COVID 19;Fallecido;Numero;13;9;4;0;0;No indica;No indica;No indica;En el municipio de CALDONO se tiene un total de Fallecido 13;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
2541;6/03/20;29/08/21;CAUCA;CALDONO;No indica;Analisis situacional;COVID 19;Recuperado;Numero;250;110;119;12;9;No indica;No indica;No indica;En el municipio de CALDONO se tiene un total de Recuperado 250;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
2542;6/03/20;29/08/21;CAUCA;CALDONO;No indica;Analisis situacional;COVID 19;Sin clasificar;Numero;5;2;3;0;0;No indica;No indica;No indica;En el municipio de CALDONO se tiene un total de Sin clasificar 5;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
2543;6/03/20;29/08/21;CAUCA;CALOTO;No indica;Analisis situacional;COVID 19;Activo;Numero;17;9;8;0;0;No indica;No indica;No indica;En el municipio de CALOTO se tiene un total de Activo 17;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
2544;6/03/20;29/08/21;CAUCA;CALOTO;No indica;Analisis situacional;COVID 19;Fallecido;Numero;28;12;16;0;0;No indica;No indica;No indica;En el municipio de CALOTO se tiene un total de Fallecido 28;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
2545;6/03/20;29/08/21;CAUCA;CALOTO;No indica;Analisis situacional;COVID 19;Recuperado;Numero;803;348;399;30;26;No indica;No indica;No indica;En el municipio de CALOTO se tiene un total de Recuperado 803;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
2546;6/03/20;29/08/21;CAUCA;CALOTO;No indica;Analisis situacional;COVID 19;Sin clasificar;Numero;5;3;2;0;0;No indica;No indica;No indica;En el municipio de CALOTO se tiene un total de Sin clasificar 5;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
2547;6/03/20;29/08/21;CAUCA;CORINTO;No indica;Analisis situacional;COVID 19;Activo;Numero;12;7;3;1;1;No indica;No indica;No indica;En el municipio de CORINTO se tiene un total de Activo 12;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
